CAD #,CAD Name,ISD #,ISD Name,Market Value,Taxable Value for M&O Purposes,Taxable Value for I&S Purposes,Effective Tax Rate,Rollback Tax Rate,M&O Tax Rate,I&S Tax Rate,Total Tax Rate,Tax Levy (calculated) 
110,Hockley,110-908,Whitharral Independent School District,120512095.00000,81374450.00000,81374450.00000,0.00000,0.00000,1.17000,0.00000,1.17000,952081.00000
111,Hood,111-901,Granbury Independent School District,5491639870.00000,4471019442.00000,4471019442.00000,1.18581,1.29635,1.04000,0.22500,1.26500,56558396.00000
126,Johnson,111-901,Granbury Independent School District,96013100.00000,80494306.00000,80494306.00000,1.18581,1.29635,1.04000,0.22500,1.26500,1018253.00000
184,Parker,111-901,Granbury Independent School District,126078506.00000,92152392.00000,92152392.00000,1.18581,1.29635,1.04000,0.22500,1.26500,1165728.00000
213,Somervell,111-901,Granbury Independent School District,12826220.00000,9231496.00000,9231496.00000,1.18581,1.29635,1.04000,0.22500,1.26500,116778.00000
72,Erath,111-902,Lipan Independent School District,64449780.00000,24397567.00000,24397567.00000,1.48870,1.40330,1.17000,0.22650,1.39650,340712.00000
111,Hood,111-902,Lipan Independent School District,228906200.00000,122350137.00000,122350137.00000,1.48870,1.40330,1.17000,0.22650,1.39650,1708620.00000
182,Palo Pinto,111-902,Lipan Independent School District,52405976.00000,17467377.00000,17467377.00000,1.48870,1.40330,1.17000,0.22650,1.39650,243932.00000
184,Parker,111-902,Lipan Independent School District,35085520.00000,9319197.00000,9319197.00000,1.48870,1.40330,1.17000,0.22650,1.39650,130143.00000
111,Hood,111-903,Tolar Independent School District,421275090.00000,201180337.00000,201180337.00000,1.55656,1.51317,1.04000,0.46000,1.50000,3017705.00000
112,Hopkins,112-901,Sulphur Springs Independent School District,1605018352.00000,1187452430.00000,1187452430.00000,1.30995,1.36084,1.04000,0.31048,1.35048,16036308.00000
112,Hopkins,112-905,Cumby Independent School District,115232383.00000,60174439.00000,60174439.00000,1.15846,1.30000,1.17000,0.13000,1.30000,782268.00000
116,Hunt,112-905,Cumby Independent School District,20911350.00000,7983125.00000,7983125.00000,1.15846,1.30000,1.17000,0.13000,1.30000,103781.00000
112,Hopkins,112-906,North Hopkins Independent School District,182617658.00000,102603172.00000,102603172.00000,1.10908,1.39219,1.04000,0.21000,1.25000,1282540.00000
112,Hopkins,112-907,Miller Grove Independent School District,112586021.00000,50014365.00000,50014365.00000,1.26008,1.49610,1.17000,0.15000,1.32000,660190.00000
190,Rains,112-907,Miller Grove Independent School District,6249838.00000,1931548.00000,1931548.00000,1.26008,1.49610,1.17000,0.15000,1.32000,25496.00000
112,Hopkins,112-908,Como-Pickton Independent School District,281526302.00000,150426856.00000,150426856.00000,0.97889,1.04005,1.04000,0.00000,1.04000,1564439.00000
250,Wood,112-908,Como-Pickton Independent School District,2145248.00000,1030520.00000,1030520.00000,0.97889,1.04005,1.04000,0.00000,1.04000,10717.00000
80,Franklin,112-909,Saltillo Independent School District,2765380.00000,1068202.00000,1068202.00000,1.01280,1.04005,1.04000,0.00000,1.04000,11109.00000
112,Hopkins,112-909,Saltillo Independent School District,103040243.00000,49042657.00000,49042657.00000,1.01280,1.04005,1.04000,0.00000,1.04000,510044.00000
80,Franklin,112-910,Sulphur Bluff Independent School District,9006540.00000,3492337.00000,3492337.00000,1.18454,1.32301,1.17000,0.07000,1.24000,43305.00000
112,Hopkins,112-910,Sulphur Bluff Independent School District,137434242.00000,73176256.00000,73176256.00000,1.18454,1.32301,1.17000,0.07000,1.24000,907386.00000
113,Houston,113-901,Crockett Independent School District,751616860.00000,420371880.00000,420371880.00000,1.24994,1.26507,1.04000,0.21000,1.25000,5254649.00000
113,Houston,113-902,Grapeland Independent School District,577849500.00000,264196934.00000,264196934.00000,1.14103,1.14426,1.04000,0.10426,1.14426,3023102.00000
113,Houston,113-903,Lovelady Independent School District,838646600.00000,446017608.00000,446017608.00000,0.94391,1.04000,1.02560,0.00000,1.02560,4574357.00000
113,Houston,113-905,Latexo Independent School District,287097820.00000,148687625.00000,148687625.00000,1.21908,1.22169,1.04000,0.18000,1.22000,1813989.00000
113,Houston,113-906,Kennard Independent School District,373165470.00000,113164200.00000,113164200.00000,1.03210,1.04000,1.04000,0.00000,1.04000,1176908.00000
228,Trinity,113-906,Kennard Independent School District,3759971.00000,1073162.00000,1073162.00000,1.03210,1.04000,1.04000,0.00000,1.04000,11161.00000
114,Howard,114-901,Big Spring Independent School District,2096742759.00000,1842458612.00000,1842458612.00000,0.00000,0.00000,1.05050,0.31000,1.36050,25066649.00000
114,Howard,114-902,Coahoma Independent School District,628360173.00000,515665660.00000,515665660.00000,0.00000,0.00000,1.04000,0.23000,1.27000,6548954.00000
114,Howard,114-904,Forsan Independent School District,1002070516.00000,786574377.00000,936020397.00000,1.36600,1.38928,1.04000,0.34928,1.38928,11449706.00000
168,Mitchell,114-904,Forsan Independent School District,13994390.00000,1294500.00000,1294500.00000,1.36600,1.38928,1.04000,0.34928,1.38928,17984.00000
115,Hudspeth,115-901,Fort Hancock Independent School District,239126798.00000,186572568.00000,186572568.00000,0.99890,1.03890,1.03140,0.00000,1.03140,1924309.00000
115,Hudspeth,115-902,Sierra Blanca Independent School District,122540911.00000,97126373.00000,97126373.00000,0.91050,0.95950,0.95050,0.00000,0.95050,923186.00000
115,Hudspeth,115-903,Dell City Independent School District,100800768.00000,60057689.00000,60057689.00000,1.02440,1.06440,1.04010,0.00000,1.04010,624660.00000
116,Hunt,116-901,Caddo Mills Independent School District,508201573.00000,368266720.00000,368266720.00000,1.48595,1.52475,1.04000,0.46100,1.50100,5527683.00000
116,Hunt,116-902,Celeste Independent School District,188993042.00000,85052356.00000,85052356.00000,1.40466,1.55871,1.17000,0.36854,1.53854,1308565.00000
60,Delta,116-903,Commerce Independent School District,4264420.00000,1953205.00000,1953205.00000,1.61919,1.62354,1.17000,0.45354,1.62354,31711.00000
116,Hunt,116-903,Commerce Independent School District,561991342.00000,400047684.00000,400047684.00000,1.61919,1.62354,1.17000,0.45354,1.62354,6494918.00000
116,Hunt,116-905,Greenville Independent School District,2112049772.00000,1740647652.00000,1740647652.00000,1.07425,1.35720,1.04000,0.31500,1.35500,23585776.00000
116,Hunt,116-906,Lone Oak Independent School District,337821721.00000,204523598.00000,204523598.00000,1.30282,1.36230,1.04005,0.32200,1.36205,2785714.00000
190,Rains,116-906,Lone Oak Independent School District,10343736.00000,3475669.00000,3475669.00000,1.30282,1.36230,1.04005,0.32200,1.36205,47340.00000
116,Hunt,116-908,Quinlan Independent School District,903512058.00000,666460248.00000,666460248.00000,1.21185,1.24850,1.04000,0.20000,1.24000,8264107.00000
129,Kaufman,116-908,Quinlan Independent School District,19373110.00000,11516195.00000,11516195.00000,1.21185,1.24850,1.04000,0.20000,1.24000,142801.00000
74,Fannin,116-909,Wolfe City Independent School District,15825810.00000,4889131.00000,4889131.00000,1.34400,1.34600,1.12600,0.21800,1.34400,65710.00000
116,Hunt,116-909,Wolfe City Independent School District,197699704.00000,97065108.00000,97065108.00000,1.34400,1.34600,1.12600,0.21800,1.34400,1304555.00000
116,Hunt,116-910,Campbell Independent School District,151536649.00000,81005172.00000,81005172.00000,1.08135,1.10422,1.04000,0.06090,1.10090,891786.00000
43,Collin,116-915,Bland Independent School District,22588886.00000,6855989.00000,6855989.00000,1.47591,1.51637,1.04000,0.47630,1.51630,103957.00000
116,Hunt,116-915,Bland Independent School District,210809482.00000,118856794.00000,118856794.00000,1.47591,1.51637,1.04000,0.47630,1.51630,1802226.00000
116,Hunt,116-916,Boles Home Independent School District,25373891.00000,15557092.00000,15557092.00000,1.54285,1.52294,1.17000,0.35294,1.52294,236925.00000
117,Hutchinson,117-901,Borger Independent School District,736021070.00000,591617412.00000,591617412.00000,1.34571,1.32390,1.04000,0.28390,1.32390,7832423.00000
33,Carson,117-903,Sanford-Fritch Independent School District,9273540.00000,5768795.00000,5768795.00000,1.05240,1.04010,1.04000,0.28200,1.32200,76263.00000
117,Hutchinson,117-903,Sanford-Fritch Independent School District,185916580.00000,135774284.00000,135774284.00000,1.05240,1.04010,1.04000,0.28200,1.32200,1794936.00000
171,Moore,117-903,Sanford-Fritch Independent School District,4937109.00000,3855388.00000,3855388.00000,1.05240,1.04010,1.04000,0.28200,1.32200,50968.00000
117,Hutchinson,117-904,Plemons-Stinnett-Phillips Consolidated Independent School District,1755461540.00000,1050158814.00000,1481470564.00000,1.02635,1.45625,0.99570,0.28650,1.28220,14700844.00000
117,Hutchinson,117-907,Spring Creek Independent School District,116121000.00000,50522202.00000,50522202.00000,1.34571,1.35118,1.12000,0.00000,1.12000,565849.00000
118,Irion,118-902,Irion County Independent School District,2250277990.00000,1534539060.00000,1534539060.00000,0.98991,1.04000,1.04000,0.23000,1.27000,19488646.00000
119,Jack,119-901,Bryson Independent School District,558479110.00000,186447737.00000,396907727.00000,2.08000,1.38000,1.04000,0.34000,1.38000,3288543.00000
252,Young,119-901,Bryson Independent School District,24433410.00000,12163826.00000,14468106.00000,2.08000,1.38000,1.04000,0.34000,1.38000,175695.00000
5,Archer,119-902,Jacksboro Independent School District,5798970.00000,770200.00000,770200.00000,1.04009,1.50000,1.04000,0.46000,1.50000,11553.00000
119,Jack,119-902,Jacksboro Independent School District,1600130210.00000,1110793350.00000,1110793350.00000,1.04009,1.50000,1.04000,0.46000,1.50000,16661900.00000
249,Wise,119-902,Jacksboro Independent School District,23808330.00000,16180357.00000,16180357.00000,1.04009,1.50000,1.04000,0.46000,1.50000,242705.00000
119,Jack,119-903,Perrin-Whitt Consolidated Independent School District,386436490.00000,250811537.00000,250811537.00000,1.22625,1.23811,1.04000,0.18000,1.22000,3059901.00000
182,Palo Pinto,119-903,Perrin-Whitt Consolidated Independent School District,42473290.00000,18304581.00000,18304581.00000,1.22625,1.23811,1.04000,0.18000,1.22000,223316.00000
184,Parker,119-903,Perrin-Whitt Consolidated Independent School District,157843500.00000,48578952.00000,48578952.00000,1.22625,1.23811,1.04000,0.18000,1.22000,592663.00000
120,Jackson,120-901,Edna Independent School District,1101580020.00000,594895098.00000,594895098.00000,0.11074,1.30770,1.04000,0.26770,1.30770,7779443.00000
120,Jackson,120-902,Ganado Independent School District,664976449.00000,465654192.00000,465654192.00000,0.79790,1.23910,1.17000,0.02950,1.19950,5585522.00000
120,Jackson,120-905,Industrial Independent School District,811905698.00000,593211777.00000,593211777.00000,0.17600,1.24000,1.17000,0.07000,1.24000,7355826.00000
235,Victoria,120-905,Industrial Independent School District,239544413.00000,119741433.00000,119741433.00000,0.17600,1.24000,1.17000,0.07000,1.24000,1484794.00000
121,Jasper,121-902,Brookeland Independent School District,277790354.00000,203067643.00000,203067643.00000,0.89820,1.04000,1.04000,0.00000,1.04000,2111903.00000
176,Newton,121-902,Brookeland Independent School District,23617529.00000,2758340.00000,2758340.00000,0.89820,1.04000,1.04000,0.00000,1.04000,28687.00000
202,Sabine,121-902,Brookeland Independent School District,43453984.00000,19293285.00000,19293285.00000,0.89820,1.04000,1.04000,0.00000,1.04000,200650.00000
203,San Augustine,121-902,Brookeland Independent School District,31393230.00000,14907840.00000,14907840.00000,0.89820,1.04000,1.04000,0.00000,1.04000,155042.00000
121,Jasper,121-903,Buna Independent School District,545445238.00000,320119944.00000,320119944.00000,1.57110,1.49060,1.04000,0.45000,1.49000,4769787.00000
121,Jasper,121-904,Jasper Independent School District,1406994283.00000,964011128.00000,964011128.00000,1.22990,1.33560,1.17000,0.16560,1.33560,12875333.00000
121,Jasper,121-905,Kirbyville Consolidated Independent School District,438401980.00000,204757849.00000,204757849.00000,1.57340,1.39580,1.04000,0.34500,1.38500,2835896.00000
176,Newton,121-905,Kirbyville Consolidated Independent School District,52401984.00000,19874119.00000,19874119.00000,1.57340,1.39580,1.04000,0.34500,1.38500,275257.00000
121,Jasper,121-906,Evadale Independent School District,452297617.00000,372661463.00000,372661463.00000,1.40330,1.40010,1.17000,0.23000,1.40000,5217260.00000
122,Jeff Davis,122-901,Fort Davis Independent School District,391360230.00000,178506013.00000,178506013.00000,1.01560,1.04010,1.17000,0.00000,1.17000,2088520.00000
122,Jeff Davis,122-902,Valentine Independent School District,119312780.00000,44111220.00000,44111220.00000,1.02950,1.06950,1.04000,0.00000,1.04000,458757.00000
123,Jefferson,123-905,Nederland Independent School District,2381799636.00000,2126581863.00000,2126581863.00000,1.20620,1.15440,1.04000,0.10500,1.14500,24349362.00000
123,Jefferson,123-907,Port Arthur Independent School District,9539465879.00000,4010923089.00000,8165893739.00000,2.12897,1.35348,1.04000,0.31348,1.35348,67312044.00000
123,Jefferson,123-908,Port Neches-Groves Independent School District,3164424257.00000,2343830531.00000,2634654321.00000,1.52804,1.44441,1.04000,0.40441,1.44441,35030643.00000
123,Jefferson,123-910,Beaumont Independent School District,10849236617.00000,9791252789.00000,9791252789.00000,1.32905,1.33540,1.04000,0.27500,1.31500,128754974.00000
123,Jefferson,123-913,Sabine Pass Independent School District,1217445652.00000,649009841.00000,1137256371.00000,1.25390,1.18420,1.04000,0.14420,1.18420,8389626.00000
123,Jefferson,123-914,Hamshire-Fannett Independent School District,895843873.00000,696423162.00000,696423162.00000,1.37440,1.38070,1.17000,0.18600,1.35600,9443498.00000
124,Jim Hogg,124-901,Jim Hogg Independent School District,615485680.00000,340286031.00000,340286031.00000,1.26003,1.33465,1.04005,0.29460,1.33465,4541628.00000
125,Jim Wells,125-901,Alice Independent School District,1983611417.00000,1698662955.00000,1698662955.00000,1.34729,1.26655,1.04000,0.22112,1.26112,21422195.00000
125,Jim Wells,125-902,Ben Bolt-Palito Blanco Independent School District,133264425.00000,79481909.00000,79481909.00000,1.27088,1.30968,1.04000,0.24300,1.28300,1019753.00000
125,Jim Wells,125-903,Orange Grove Independent School District,416786121.00000,267494671.00000,267494671.00000,1.19604,1.37734,1.06000,0.18000,1.24000,3316934.00000
66,Duval,125-905,Premont Independent School District,57462030.00000,11510705.00000,11510705.00000,1.36663,1.32108,1.17000,0.14750,1.31750,151654.00000
125,Jim Wells,125-905,Premont Independent School District,181215992.00000,122778039.00000,122778039.00000,1.36663,1.32108,1.17000,0.14750,1.31750,1617601.00000
125,Jim Wells,125-906,La Gloria Independent School District,81994537.00000,61369778.00000,61369778.00000,0.91319,1.04000,1.04000,0.00000,1.04000,638246.00000
126,Johnson,126-901,Alvarado Independent School District,1806737629.00000,1455062854.00000,1455062854.00000,1.36360,1.46100,1.04000,0.42100,1.46100,21258468.00000
126,Johnson,126-902,Burleson Independent School District,2821450783.00000,2372482556.00000,2372482556.00000,1.45410,1.54000,1.04000,0.50000,1.54000,36536231.00000
220,Tarrant,126-902,Burleson Independent School District,1326208815.00000,1188243957.00000,1188243957.00000,1.45410,1.54000,1.04000,0.50000,1.54000,18298957.00000
126,Johnson,126-903,Cleburne Independent School District,3231935200.00000,2608743127.00000,2608743127.00000,1.22070,1.23660,1.17000,0.19660,1.36660,35651084.00000
109,Hill,126-904,Grandview Independent School District,10140821.00000,5853822.00000,5853822.00000,1.36010,1.40000,1.04000,0.36000,1.40000,81954.00000
126,Johnson,126-904,Grandview Independent School District,472012980.00000,282599818.00000,282599818.00000,1.36010,1.40000,1.04000,0.36000,1.40000,3956397.00000
126,Johnson,126-905,Joshua Independent School District,1651686961.00000,1362008234.00000,1362008234.00000,1.43000,1.42000,1.10000,0.32000,1.42000,19340517.00000
126,Johnson,126-906,Keene Independent School District,184082055.00000,156347181.00000,156347181.00000,1.39840,1.49090,1.17000,0.32090,1.49090,2330980.00000
109,Hill,126-907,Rio Vista Independent School District,4080795.00000,2224566.00000,2224566.00000,1.69150,1.62130,1.17000,0.45130,1.62130,36067.00000
126,Johnson,126-907,Rio Vista Independent School District,428735323.00000,271435499.00000,271435499.00000,1.69150,1.62130,1.17000,0.45130,1.62130,4400784.00000
126,Johnson,126-908,Venus Independent School District,344158571.00000,252846407.00000,252846407.00000,1.33200,1.38000,1.17000,0.21000,1.38000,3489280.00000
111,Hood,126-911,Godley Independent School District,108608930.00000,96176779.00000,96176779.00000,1.22490,1.28946,0.94150,0.25400,1.19550,1149793.00000
126,Johnson,126-911,Godley Independent School District,1061421017.00000,841701277.00000,841701277.00000,1.22490,1.28946,0.94150,0.25400,1.19550,10062539.00000
220,Tarrant,126-911,Godley Independent School District,100151725.00000,75555495.00000,75555495.00000,1.22490,1.28946,0.94150,0.25400,1.19550,903266.00000
127,Jones,127-901,Anson Independent School District,265864300.00000,137837242.00000,137837242.00000,1.39830,1.17000,1.17000,0.24650,1.41650,1952465.00000
76,Fisher,127-903,Hamlin Independent School District,100673840.00000,62991289.00000,62991289.00000,1.28490,1.38510,1.17000,0.21500,1.38500,872429.00000
127,Jones,127-903,Hamlin Independent School District,159897320.00000,97705297.00000,97705297.00000,1.28490,1.38510,1.17000,0.21500,1.38500,1353218.00000
217,Stonewall,127-903,Hamlin Independent School District,35910690.00000,7872145.00000,7872145.00000,1.28490,1.38510,1.17000,0.21500,1.38500,109029.00000
127,Jones,127-904,Hawley Independent School District,223406550.00000,129682000.00000,129682000.00000,1.13383,1.17000,1.17000,0.12000,1.29000,1672898.00000
127,Jones,127-905,Lueders-Avoca Independent School District,143394980.00000,74466204.00000,74466204.00000,1.05180,1.05180,1.05180,0.05400,1.10580,823447.00000
209,Shackelford,127-905,Lueders-Avoca Independent School District,68152224.00000,23457486.00000,23457486.00000,1.05180,1.05180,1.05180,0.05400,1.10580,259393.00000
104,Haskell,127-906,Stamford Independent School District,22918990.00000,8389077.00000,8389077.00000,1.19250,1.17000,1.17000,0.31000,1.48000,124158.00000
127,Jones,127-906,Stamford Independent School District,137127100.00000,81026187.00000,81026187.00000,1.19250,1.17000,1.17000,0.31000,1.48000,1199188.00000
7,Atascosa,128-901,Karnes City Independent School District,211364339.00000,179788566.00000,179788566.00000,1.01710,1.16579,1.04000,0.12579,1.16579,2095957.00000
128,Karnes,128-901,Karnes City Independent School District,6694689576.00000,6300561245.00000,6300561245.00000,1.01710,1.16579,1.04000,0.12579,1.16579,73451313.00000
128,Karnes,128-902,Kenedy Independent School District,2040945756.00000,1865385780.00000,1865385780.00000,0.78530,1.12000,1.04000,0.08000,1.12000,20892321.00000
128,Karnes,128-903,Runge Independent School District,1283779333.00000,1165286569.00000,1165286569.00000,0.46360,1.50000,1.04000,0.46000,1.50000,17479299.00000
128,Karnes,128-904,Falls City Independent School District,1177786674.00000,1010173870.00000,1010173870.00000,1.01658,1.04000,1.04000,0.39560,1.43560,14502056.00000
247,Wilson,128-904,Falls City Independent School District,52576568.00000,31838672.00000,31838672.00000,1.01658,1.04000,1.04000,0.39560,1.43560,457076.00000
129,Kaufman,129-901,Crandall Independent School District,847436779.00000,573593927.00000,573593927.00000,1.52360,0.00000,1.04000,0.48360,1.52360,8739277.00000
129,Kaufman,129-902,Forney Independent School District,3146362582.00000,2527343993.00000,2527343993.00000,1.54000,0.00000,1.04000,0.50000,1.54000,38921097.00000
129,Kaufman,129-903,Kaufman Independent School District,918567747.00000,603518603.00000,603518603.00000,1.30000,0.00000,1.17000,0.13000,1.30000,7845742.00000
107,Henderson,129-904,Kemp Independent School District,178500742.00000,94502786.00000,94502786.00000,1.59316,1.76258,1.17000,0.40000,1.57000,1483694.00000
129,Kaufman,129-904,Kemp Independent School District,384242183.00000,225603957.00000,225603957.00000,1.59316,1.76258,1.17000,0.40000,1.57000,3541982.00000
107,Henderson,129-905,Mabank Independent School District,918749066.00000,775037087.00000,775037087.00000,1.39500,1.38000,1.04000,0.34000,1.38000,10695512.00000
129,Kaufman,129-905,Mabank Independent School District,338695293.00000,235463530.00000,235463530.00000,1.39500,1.38000,1.04000,0.34000,1.38000,3249397.00000
234,Van Zandt,129-905,Mabank Independent School District,149477184.00000,69376992.00000,69376992.00000,1.39500,1.38000,1.04000,0.34000,1.38000,957402.00000
116,Hunt,129-906,Terrell Independent School District,92967093.00000,63415322.00000,63415322.00000,1.29670,1.46710,1.17000,0.29000,1.46000,925864.00000
129,Kaufman,129-906,Terrell Independent School District,1858909239.00000,1278160172.00000,1278160172.00000,1.29670,1.46710,1.17000,0.29000,1.46000,18661139.00000
129,Kaufman,129-910,Scurry-Rosser Independent School District,279081795.00000,152125865.00000,152125865.00000,1.25000,0.00000,1.04000,0.21000,1.25000,1901573.00000
15,Bexar,130-901,Boerne Independent School District,1713906712.00000,1435039477.00000,1435039477.00000,1.39824,1.04010,1.04000,0.25400,1.29400,18569411.00000
46,Comal,130-901,Boerne Independent School District,86094256.00000,74724067.00000,74724067.00000,1.39824,1.04010,1.04000,0.25400,1.29400,966929.00000
130,Kendall,130-901,Boerne Independent School District,4991630363.00000,3793226076.00000,3793226076.00000,1.39824,1.04010,1.04000,0.25400,1.29400,49084345.00000
130,Kendall,130-902,Comfort Independent School District,1298356653.00000,580630291.00000,580630291.00000,1.24840,1.28350,1.01500,0.19500,1.21000,7025627.00000
133,Kerr,130-902,Comfort Independent School District,540544648.00000,153726774.00000,153726774.00000,1.24840,1.28350,1.01500,0.19500,1.21000,1860094.00000
131,Kenedy,131-001,Kenedy Countywide Independent School District,1791215967.00000,789413064.00000,925429324.00000,1.16301,1.10591,1.06000,0.03270,1.09270,8670394.00000
132,Kent,132-902,Jayton-Girard Independent School District,1182920430.00000,804442455.00000,804442455.00000,1.14180,1.04010,1.02670,0.00000,1.02670,8259211.00000
133,Kerr,133-901,Center Point Independent School District,589780989.00000,245241806.00000,245241806.00000,1.10000,1.10460,1.04000,0.06000,1.10000,2697660.00000
133,Kerr,133-902,Hunt Independent School District,634981566.00000,346977910.00000,346977910.00000,1.04780,1.14810,1.04000,0.10600,1.14600,3976367.00000
133,Kerr,133-903,Kerrville Independent School District,3071987970.00000,2408305229.00000,2408305229.00000,1.13105,1.21774,1.04000,0.14000,1.18000,28418002.00000
133,Kerr,133-904,Ingram Independent School District,898993092.00000,460195774.00000,460195774.00000,1.11200,1.32780,1.04000,0.23000,1.27000,5844486.00000
133,Kerr,133-905,Divide Independent School District,457825684.00000,54066328.00000,54066328.00000,0.85630,1.04000,0.85000,0.00000,0.85000,459564.00000
134,Kimble,134-901,Junction Independent School District,1938947531.00000,387824587.00000,387824587.00000,0.00000,0.00000,0.95330,0.00000,0.95330,3697132.00000
135,King,135-001,Guthrie Independent School District,688914650.00000,283899325.00000,283899325.00000,1.65650,1.33890,1.03000,0.29890,1.32890,3772738.00000
136,Kinney,136-901,Brackett Independent School District,1423937552.00000,249908467.00000,375808467.00000,1.02360,1.00000,1.04000,0.00000,1.04000,2599048.00000
137,Kleberg,137-901,Kingsville Independent School District,913600992.00000,746732574.00000,746732574.00000,1.50180,1.53000,1.17000,0.34890,1.51890,11342121.00000
137,Kleberg,137-902,Ricardo Independent School District,228552465.00000,136455491.00000,136455491.00000,1.19370,1.17010,1.17000,0.00000,1.17000,1596529.00000
131,Kenedy,137-903,Riviera Independent School District,6304513.00000,2214243.00000,2214243.00000,1.07830,1.04000,1.04000,0.00000,1.04000,23028.00000
137,Kleberg,137-903,Riviera Independent School District,484687176.00000,216244693.00000,216244693.00000,1.07830,1.04000,1.04000,0.00000,1.04000,2248945.00000
137,Kleberg,137-904,Santa Gertrudis Independent School District,305515348.00000,195078438.00000,195078438.00000,1.28260,1.36550,1.04000,0.32540,1.36540,2663601.00000
104,Haskell,138-902,Knox City-O'Brien Consolidated Independent School District,49912402.00000,32271707.00000,32271707.00000,1.17000,0.00000,1.17000,0.06500,1.23500,398556.00000
138,Knox,138-902,Knox City-O'Brien Consolidated Independent School District,124455880.00000,79991113.00000,79991113.00000,1.17000,0.00000,1.17000,0.06500,1.23500,987890.00000
104,Haskell,138-903,Munday Independent School District,7612910.00000,1637640.00000,1637640.00000,1.17570,1.17000,1.17000,0.00000,1.17000,19160.00000
138,Knox,138-903,Munday Independent School District,141853640.00000,62539184.00000,62539184.00000,1.17570,1.17000,1.17000,0.00000,1.17000,731708.00000
224,Throckmorton,138-903,Munday Independent School District,4425510.00000,918390.00000,918390.00000,1.17570,1.17000,1.17000,0.00000,1.17000,10745.00000
138,Knox,138-904,Benjamin Independent School District,262428820.00000,52982110.00000,52982110.00000,0.00000,0.00000,1.17000,0.00000,1.17000,619891.00000
60,Delta,139-905,Chisum Independent School District,20442680.00000,13169330.00000,13169330.00000,1.65260,1.04010,1.04000,0.14500,1.18500,156057.00000
139,Lamar,139-905,Chisum Independent School District,1051655920.00000,768338383.00000,768338383.00000,1.65260,1.04010,1.04000,0.14500,1.18500,9104810.00000
139,Lamar,139-908,Roxton Independent School District,178450650.00000,99024035.00000,99024035.00000,1.04000,1.04000,1.04000,0.03900,1.07900,1068469.00000
139,Lamar,139-909,Paris Independent School District,871942076.00000,716714860.00000,716714860.00000,1.54744,1.53089,1.17000,0.28500,1.45500,10428201.00000
74,Fannin,139-911,North Lamar Independent School District,5895840.00000,1896490.00000,1896490.00000,1.06401,1.13151,1.04000,0.06750,1.10750,21004.00000
139,Lamar,139-911,North Lamar Independent School District,1616139120.00000,1087145656.00000,1087145656.00000,1.06401,1.13151,1.04000,0.06750,1.10750,12040138.00000
139,Lamar,139-912,Prairiland Independent School District,429308866.00000,200887568.00000,200887568.00000,1.02180,1.04010,1.04000,0.12950,1.16950,2349380.00000
194,Red River,139-912,Prairiland Independent School District,28914854.00000,10963341.00000,10963341.00000,1.02180,1.04010,1.04000,0.12950,1.16950,128216.00000
140,Lamb,140-901,Amherst Independent School District,67993310.00000,43752364.00000,43752364.00000,1.37890,1.17000,1.17000,0.00000,1.17000,511903.00000
140,Lamb,140-904,Littlefield Independent School District,281924562.00000,214960701.00000,214960701.00000,1.11610,1.04000,1.04000,0.00000,1.04000,2235591.00000
95,Hale,140-905,Olton Independent School District,47075197.00000,25138767.00000,25138767.00000,1.30230,1.12000,1.04000,0.08000,1.12000,281554.00000
140,Lamb,140-905,Olton Independent School District,176030077.00000,109253605.00000,109253605.00000,1.30230,1.12000,1.04000,0.08000,1.12000,1223640.00000
35,Castro,140-907,Springlake-Earth Independent School District,86543220.00000,31125304.00000,31125304.00000,1.15460,1.04000,1.04000,0.00000,1.04000,323703.00000
140,Lamb,140-907,Springlake-Earth Independent School District,95175161.00000,57705744.00000,57705744.00000,1.15460,1.04000,1.04000,0.00000,1.04000,600140.00000
9,Bailey,140-908,Sudan Independent School District,100939485.00000,46096500.00000,46096500.00000,0.97310,1.16150,0.96100,0.14850,1.10950,511441.00000
40,Cochran,140-908,Sudan Independent School District,5929174.00000,1704449.00000,1704449.00000,0.97310,1.16150,0.96100,0.14850,1.10950,18911.00000
140,Lamb,140-908,Sudan Independent School District,395531310.00000,356281100.00000,356281100.00000,0.97310,1.16150,0.96100,0.14850,1.10950,3952939.00000
14,Bell,141-901,Lampasas Independent School District,14032628.00000,7102862.00000,7102862.00000,1.44758,1.49472,1.17000,0.28000,1.45000,102991.00000
27,Burnet,141-901,Lampasas Independent School District,340443765.00000,76745188.00000,76745188.00000,1.44758,1.49472,1.17000,0.28000,1.45000,1112805.00000
50,Coryell,141-901,Lampasas Independent School District,8414200.00000,1435893.00000,1435893.00000,1.44758,1.49472,1.17000,0.28000,1.45000,20820.00000
141,Lampasas,141-901,Lampasas Independent School District,1814784160.00000,967626691.00000,967626691.00000,1.44758,1.49472,1.17000,0.28000,1.45000,14030587.00000
141,Lampasas,141-902,Lometa Independent School District,384924900.00000,89152352.00000,89152352.00000,0.96781,1.36488,1.04000,0.32000,1.36000,1212472.00000
167,Mills,141-902,Lometa Independent School District,78347190.00000,37191201.00000,37191201.00000,0.96781,1.36488,1.04000,0.32000,1.36000,505800.00000
142,La Salle,142-901,Cotulla Independent School District,7997391667.00000,7036213042.00000,7036213042.00000,4.98407,1.17000,1.06000,0.08337,1.14337,80449949.00000
